company,ticker,published_at,source_file,taxonomy_level,name,parent_name,description,examples
Home Depot,HD,2023-06-13,slides/2023-06-13__hd-us-20230613-slide__38044.md,category,Pro,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2023-06-13,slides/2023-06-13__hd-us-20230613-slide__38044.md,category,Consumer,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2023-06-13,slides/2023-06-13__hd-us-20230613-slide__38044.md,category,DIY,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,Roofing,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,Siding,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,Landscape,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,Pool,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,MRO,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,Pro,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2024-03-28,slides/2024-03-28__hd-us-20240328-slide__38048.md,category,Consumer,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Lumber,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Roofing,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Drywall,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Insulation,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Siding,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Paint,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Plumbing,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Electrical,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Flooring,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Landscape,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Pool,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,HVAC,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Power,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Hardware,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Storage,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,MRO,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Pro,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,Consumer,,Category or customer type mentioned in slide deck.,
Home Depot,HD,2025-12-09,slides/2025-12-09__hd-us-20251209-slide__384215.md,category,DIY,,Category or customer type mentioned in slide deck.,
